subject_id,subject_name,topic_id,topic_name
icra_iflas,İcra ve İflas Hukuku,pXNJVn8XqqmZCblAfxKR,Açık Artırma Şartlarının Yenilenmesi
icra_iflas,İcra ve İflas Hukuku,rbLN65dmHSb0CNseivir,Taşınmaz Rehni
icra_iflas,İcra ve İflas Hukuku,scufBTtXIrq6tZCQtWQ7,Haciz
icra_iflas,İcra ve İflas Hukuku,wwrmrAIdn4b6hqS5hb69,Kambiyo Senetlerine Özgü Takip
icra_iflas,İcra ve İflas Hukuku,x1JEUsirzQ2YDIBnxumc,Teklif Farkı-Teminat Sistemi
icra_iflas,İcra ve İflas Hukuku,y0MjjGbd4KYDX3NTmWxK,Konkordato Şartları
idare_hukuku,İdare Hukuku,1HWGE59uPhvsPceAjF7D,Merkezi İdare
idare_hukuku,İdare Hukuku,9mW4jY8tdus3SZdLdRQe,Memurun Hakları
idare_hukuku,İdare Hukuku,AnLESvHTUczfEiGx2Jbe,İdari İşlemler
idare_hukuku,İdare Hukuku,IKyBhJ3x8bAZO0jcl8xi,Kamu Tüzel Kişileri
idare_hukuku,İdare Hukuku,O3nCp4hIkGOCuD5fVJEN,Kolluk Kavramı
idare_hukuku,İdare Hukuku,OsH42AbcDexmUAlCKmxt,Disiplin
idare_hukuku,İdare Hukuku,S45V8wckMQhcqM71I07k,Kolluk
idare_hukuku,İdare Hukuku,SHwtY7D7x1fKVOJi12p7,İdarenin Sorumluluğu
idare_hukuku,İdare Hukuku,VQZYOSUkQQRZp6XG2FYz,Düzenleyici İşlemler
idare_hukuku,İdare Hukuku,avq7sVO5bxdjIo8QhzT7,Memurun Yükümlülükleri
idare_hukuku,İdare Hukuku,bhNLTGTxxSY1uIfIuZD5,Memur Kavramı
idare_hukuku,İdare Hukuku,cf0KVK1z7s8pfGHuA1Jf,Kamulaştırma
idare_hukuku,İdare Hukuku,gcCtkmNjIjoEnSrRThxL,Kusursuz Sorumluluk
idare_hukuku,İdare Hukuku,lOwz1v9YiOil44Wj2WI9,Kamu Görevlileri
idare_hukuku,İdare Hukuku,o3S4u2DieZ07cnd76vxi,Kolluk Yetkileri
idare_hukuku,İdare Hukuku,ooN01pl25uVFL97fqfJ9,Bireysel İşlemler
idare_hukuku,İdare Hukuku,rUWZCIBP1xRgeJhIvtDk,İdarenin Kuruluşu
idare_hukuku,İdare Hukuku,s985X77PohpkdvrvfKbR,Kamu Malı Kavramı
idare_hukuku,İdare Hukuku,shQdikZR5nsRZiA1nig1,İdari İşlemin Unsurları
idare_hukuku,İdare Hukuku,tRkUq22FLbzNIs7vHUP6,Yerinden Yönetim
idare_hukuku,İdare Hukuku,uaPX5PiuBoX8CBjh9Oup,Kamu Malları
idare_hukuku,İdare Hukuku,vecjK1X9cugMZ5mPKE0p,Hizmet Kusuru
idari_yargilama,İdari Yargılama Usulü (İYUK),3udoocHOg1LXb5zHpTJd,Elektronik İşlemlerde İyileştirme
idari_yargilama,İdari Yargılama Usulü (İYUK),4TzBaPwy7jX4hVJ493aC,Elektronik Dosya Süreçleri
idari_yargilama,İdari Yargılama Usulü (İYUK),4yIp5fSYoiJSFUMkShz9,Ehliyet
idari_yargilama,İdari Yargılama Usulü (İYUK),C1ufrZGrc8Df4yLnJCK6,Yargılama
idari_yargilama,İdari Yargılama Usulü (İYUK),FJI0uSVSd6hI8Y9MMvsx,Temyiz
idari_yargilama,İdari Yargılama Usulü (İYUK),FpM1tj0Tb0Xyksr4lZLY,Arabuluculuk Kapsamının Genişletilmesi
idari_yargilama,İdari Yargılama Usulü (İYUK),FwX0tZokfY9IYMVYYfUf,9. Yargı Paketi (Adli Reform ve Usul Düzenlemeleri)
idari_yargilama,İdari Yargılama Usulü (İYUK),GxGsavoaIoD5kBRzTHY9,İstinaf
idari_yargilama,İdari Yargılama Usulü (İYUK),OT6OY8qnzo6XDoc75Hmc,Dava Türleri
idari_yargilama,İdari Yargılama Usulü (İYUK),Y0DbJynzX1QUsWf0SfAl,Kanun Yolları
idari_yargilama,İdari Yargılama Usulü (İYUK),aQbFodYlGwAD1rt3SMP5,Tam Yargı Davası
idari_yargilama,İdari Yargılama Usulü (İYUK),e9Xc8gqwsqTa7zDttAVv,Yargılama Aşamaları
idari_yargilama,İdari Yargılama Usulü (İYUK),fQWgLN2NllV8cMpj0VHz,Karar
idari_yargilama,İdari Yargılama Usulü (İYUK),mDR6VqMVfez2pTh8oSti,Uzlaştırma Sürecinin Yeniden Yapılandırılması
idari_yargilama,İdari Yargılama Usulü (İYUK),nUz7oiYk0JSXStKyFHvn,Hak Düşürücü Süreler
idari_yargilama,İdari Yargılama Usulü (İYUK),psnd0RnJ1zXYoC3FNx50,İptal Davası
idari_yargilama,İdari Yargılama Usulü (İYUK),qIG32ZAYpZXQHLQvSUIO,Yürütmenin Durdurulması
idari_yargilama,İdari Yargılama Usulü (İYUK),rpz667XvLsaXtCnuTItP,İdari Merci Tecavüzü
idari_yargilama,İdari Yargılama Usulü (İYUK),tJJzgX1SILiLGuuWliE7,UYAP Düzenlemeleri
idari_yargilama,İdari Yargılama Usulü (İYUK),vASr8U5r0fdtJ2zTYaCh,Dava Şartları
idari_yargilama,İdari Yargılama Usulü (İYUK),yDmDD7UMxGSCpJwCNlCL,Makul Sürede Yargılanma Düzenlemeleri
is_hukuku,İş Hukuku ve Sosyal Güvenlik,7xVl1ybPFQoMYE1tdneb,Kıdem-İhbar Tazminat Hükümlerinde Değişiklik
is_hukuku,İş Hukuku ve Sosyal Güvenlik,98M3xpNtI4dHFf2iw2Te,Zorunlu Arabuluculukta Süre ve Usul
is_hukuku,İş Hukuku ve Sosyal Güvenlik,99JF1ZfvW3TL882rMrTy,İhtiyari Arabuluculuk Usul Kuralları
is_hukuku,İş Hukuku ve Sosyal Güvenlik,9dRzf9M3ZnShttR7FjiA,İş Güvencesi
is_hukuku,İş Hukuku ve Sosyal Güvenlik,AKnUfQnyFgcHTboFp4GA,İş Uyuşmazlıklarında Dava Şartları
is_hukuku,İş Hukuku ve Sosyal Güvenlik,BYiDBC7KEWEorrm6qNh9,İhtiyari Arabuluculuk Süreç Tanımı
is_hukuku,İş Hukuku ve Sosyal Güvenlik,EO1W9an3RkiwLdyBztga,Fesih
is_hukuku,İş Hukuku ve Sosyal Güvenlik,GXjueUhldDYNIhV17YLK,Toplu İş Sözleşmesi
is_hukuku,İş Hukuku ve Sosyal Güvenlik,HrTNcaeehAXRmnKWi8uW,Yeni Zorunlu Arabuluculuk Alanları (İş-Tüketici-Ticari)
is_hukuku,İş Hukuku ve Sosyal Güvenlik,KVnPcXqgx2vt8y8clM7W,Fesih Türlerinde Düzenlemeler
is_hukuku,İş Hukuku ve Sosyal Güvenlik,Mku5TKNDpe2Ii5HYSacD,Arabuluculuk Sonrası Dava Açma Koşulları
is_hukuku,İş Hukuku ve Sosyal Güvenlik,MsAF68o1EVyRItbU4MYr,Arabuluculuk Anlaşmasının Bağlayıcılığı
is_hukuku,İş Hukuku ve Sosyal Güvenlik,ReU9MyL2yG2BnqhxH5pN,Ücret
is_hukuku,İş Hukuku ve Sosyal Güvenlik,T4y0SW8xgAFkbXJkWPj7,Emeklilik
is_hukuku,İş Hukuku ve Sosyal Güvenlik,TPqwDc1T8glCjHJMzyDT,Çalışma Süreleri
is_hukuku,İş Hukuku ve Sosyal Güvenlik,TSkSRHwr7559tpwiA1oJ,Mahkeme Onayı ve İcra Edilebilirlik Şerhi
is_hukuku,İş Hukuku ve Sosyal Güvenlik,aJgaLfniQoHUsCWYwBkg,İş Davalarında Süreler
is_hukuku,İş Hukuku ve Sosyal Güvenlik,cb5pAtWjjGPmdubFEHvh,Tazminatlar
is_hukuku,İş Hukuku ve Sosyal Güvenlik,cglkP0iqMCfmHKnwlLcC,Bildirimli Fesih
is_hukuku,İş Hukuku ve Sosyal Güvenlik,eAFQj60z3PGwANd3m9Xb,Toplu İş Hukuku
is_hukuku,İş Hukuku ve Sosyal Güvenlik,ezsWCqPlwuJDk8rclUOZ,İş Sözleşmesi Türleri
is_hukuku,İş Hukuku ve Sosyal Güvenlik,f3R6o2hQwu5Wgt0Gb6kQ,İhbar Tazminatı
is_hukuku,İş Hukuku ve Sosyal Güvenlik,fZg8ot9tKQrE8Rdj5KVQ,9. Yargı Paketi (Arabuluculuk ve İş Hukuku Değişiklikleri)
is_hukuku,İş Hukuku ve Sosyal Güvenlik,kC28GHqZ6npqkRZltsAS,Kıdem Tazminatı
is_hukuku,İş Hukuku ve Sosyal Güvenlik,nDtFjTmMpwtb5oCzSzxs,Sosyal Güvenlik
is_hukuku,İş Hukuku ve Sosyal Güvenlik,nNbdVqD99VolO7xZN4Vb,İşe İadede Arabuluculuk Zorunluluğu
is_hukuku,İş Hukuku ve Sosyal Güvenlik,r86jQ0ab9KYNNFlmAOs9,Sendika
is_hukuku,İş Hukuku ve Sosyal Güvenlik,sAjxZkmBrg0kJ2MOa66e,Grev
is_hukuku,İş Hukuku ve Sosyal Güvenlik,sx8Ah2qxOXHmsdXtB7d1,Haklı Nedenle Fesih
is_hukuku,İş Hukuku ve Sosyal Güvenlik,uaJKuMua6FUDVZ8Hlc3D,Bireysel İş Hukuku
is_hukuku,İş Hukuku ve Sosyal Güvenlik,yfPjS0GlKRQXOWAPrhWZ,Sosyal Sigortalar
medeni_hukuk,Medeni Hukuk,0NQzmkuuBAhJKJeKRUWs,Temyiz Edilebilir Kararlar
medeni_hukuk,Medeni Hukuk,6wvMkLrzOuj9YUVEKfNZ,Hak ve Fiil Ehliyeti
medeni_hukuk,Medeni Hukuk,7qVKEKfPjXIu4unDm7oP,Nişanlanma
medeni_hukuk,Medeni Hukuk,7tlE2tKhnKhRGD6cdy7k,İstinaf Sonucuna Göre Karar Türleri
medeni_hukuk,Medeni Hukuk,84Due5iWOMPxI331HFo7,Boşanma
medeni_hukuk,Medeni Hukuk,AEbv7FYW8JBjtlEm411g,Mülkiyet
medeni_hukuk,Medeni Hukuk,DPhDxM7sBUeg0qAkPP9J,Soybağı
medeni_hukuk,Medeni Hukuk,F55T64y86pSfFqJxgjsk,Nafaka
medeni_hukuk,Medeni Hukuk,FXVt95iOFmvgxTLaQ2Px,Tapu Sicili
medeni_hukuk,Medeni Hukuk,FbFj3A4yRWYmXArxpAEt,İyiniyet ve Dürüstlük Kuralı
medeni_hukuk,Medeni Hukuk,FbSeVKry2ASaUYm53jHa,Kişiliğin Korunması
medeni_hukuk,Medeni Hukuk,GKRgfZXjqpisW57v7wtx,İspat Yükü
medeni_hukuk,Medeni Hukuk,GQ7tYpRHzNTBFPEnDKR6,Bölge Adliye Mahkemesi İnceleme Kapsamı
medeni_hukuk,Medeni Hukuk,Ghs1J48Pmr8dCROeIvMP,Sınırlı Ayni Haklar
medeni_hukuk,Medeni Hukuk,GknKOBivbXCKfJkfzIVQ,Velayet
medeni_hukuk,Medeni Hukuk,KdVKo1CIRhQ4yKx4Hv2D,9. Yargı Paketi (HMK ve TMK Değişiklikleri)
medeni_hukuk,Medeni Hukuk,MuZEm1lXW17wq6r5Z74V,Soybağı Davalarında Usul Değişiklikleri
medeni_hukuk,Medeni Hukuk,NlBMfazjAJRxqfWSajzO,Gerçek Kişiler
medeni_hukuk,Medeni Hukuk,NyvyE0CGEP0H8cTbGX9B,Mirasın Geçişi
medeni_hukuk,Medeni Hukuk,Pb7XjnBKD4GVvJd6KcM7,Aile İçi Şiddet Koruma Tedbirleri
medeni_hukuk,Medeni Hukuk,R9CalffTXBEMiQhgWP0S,Ön İnceleme Aşaması Kuralları
medeni_hukuk,Medeni Hukuk,SawWUo1uDl84iATbU8p8,Kişiliğin Başlangıcı ve Sonu
medeni_hukuk,Medeni Hukuk,ShwqodI07ur0d1lgdpqH,Rehin ve İpotek
medeni_hukuk,Medeni Hukuk,T7U3zOVKQQ4B0U7IFGqg,Kısıtlılık ve Vesayet
medeni_hukuk,Medeni Hukuk,TglXs68Ax9TZegGPUtj6,Temyizde Harç-Masraf Düzenlemeleri
medeni_hukuk,Medeni Hukuk,WIUW994b1HDjcWCHN2kh,Tüzel Kişiler
medeni_hukuk,Medeni Hukuk,WTrpsn3GQ0CaXCzONSAF,Zilyetlik
medeni_hukuk,Medeni Hukuk,Xr0Qz7JsXI3Amr5gnKqE,Başlangıç Hükümleri
medeni_hukuk,Medeni Hukuk,bRRrh7OsY9oyCXJ26hhb,Vakıflar
medeni_hukuk,Medeni Hukuk,cR6MXjPqfh8CqJXENAej,Vesayet İşlemlerinde Süre-Yetki Değişiklikleri
medeni_hukuk,Medeni Hukuk,cf6JGp81kcoWXzNgxqZs,Temyiz Süresi Değişiklikleri
medeni_hukuk,Medeni Hukuk,fFpI3eebC0WtzKV9vHsm,Sürelerin Hesaplanması
medeni_hukuk,Medeni Hukuk,i3krGmhQif4BWOmi5GWE,Dava Şartlarında Düzenlemeler
medeni_hukuk,Medeni Hukuk,kXSAwyW6GCCZOsW5AqAa,Yasal Mirasçılar
medeni_hukuk,Medeni Hukuk,khwBfKZxUQwmgfTUaHcH,Elektronik Tebligat Sistemi
medeni_hukuk,Medeni Hukuk,n2HMNhk12RF40Sdmx2y1,Kişiler Hukuku
medeni_hukuk,Medeni Hukuk,quhRYf69ov9Y5eRKW2Mm,İstinaf Sebepleri
medeni_hukuk,Medeni Hukuk,sPW5YXilNa7T3SMF75MM,Eşya Hukuku
medeni_hukuk,Medeni Hukuk,soLYYYnNlPSvc8KnQoiz,Evlenme
medeni_hukuk,Medeni Hukuk,uDhxwKi9eEfMGfjk6LZj,Miras Hukuku
medeni_hukuk,Medeni Hukuk,uFbhVw6AxVdCRVYIzTiK,Tüzel Kişi Kavramı
medeni_hukuk,Medeni Hukuk,vR8ryh4Kof6yoztpnCdO,Hukukun Uygulanması
medeni_hukuk,Medeni Hukuk,whgcEYEOpv8E7knoLCMT,Saklı Pay
medeni_hukuk,Medeni Hukuk,wkBTgbvAlrWpNIi1vXHO,Ölüme Bağlı Tasarruflar
medeni_hukuk,Medeni Hukuk,wvc1iLY4hDuSUeGKtgHm,Aile Hukuku
medeni_hukuk,Medeni Hukuk,ymbtBBpDZqrMywIqGiAj,Dernekler
medeni_hukuk,Medeni Hukuk,zxMJpg27KKzbDRBvXH1k,Mal Rejimleri
milletlerarasi_hukuk,Milletlerarası Hukuk,09Wdrk5lnxYs3yccupyo,Temel Anlaşmalar
milletlerarasi_hukuk,Milletlerarası Hukuk,B3XZIFHPwW3waKxtGtXf,Uluslararası Örgütler
milletlerarasi_hukuk,Milletlerarası Hukuk,C2lINjjjx46Y4zCZpPLO,Devlet ve Tanıma
milletlerarasi_hukuk,Milletlerarası Hukuk,FOw03AUxQO19fDgdyAAK,Devletler Genel Hukuku
milletlerarasi_hukuk,Milletlerarası Hukuk,SgkaWFa0wQfoTbeBVO8J,Uluslararası Hukuk Kaynakları
mohuk,Milletlerarası Özel Hukuk (MÖHUK),6YptDuX3ajIWDtjmB54s,Uygulanacak Hukuk
mohuk,Milletlerarası Özel Hukuk (MÖHUK),AThShCR80Jtq6261oYGK,Kanunlar İhtilafı
mohuk,Milletlerarası Özel Hukuk (MÖHUK),Yck7sAT5MeNs7OkS9ANJ,MÖHUK Genel
mohuk,Milletlerarası Özel Hukuk (MÖHUK),nd99Nc2kCJQbdHJN7COX,Milletlerarası Usul Hukuku
mohuk,Milletlerarası Özel Hukuk (MÖHUK),rGKQqOEsMjOh2HrqjNqS,Yabancılar Hukuku
ticaret_hukuku,Ticaret Hukuku,37QX0sjDBO7yGKnXwE0K,9. Yargı Paketi (Ticari Uyuşmazlık Değişiklikleri)
ticaret_hukuku,Ticaret Hukuku,4tbVIVKsXrgWV4MKZy2y,Poliçe
ticaret_hukuku,Ticaret Hukuku,6NziXd1KkKbNaqn2SKnd,Şirketler Hukuku
ticaret_hukuku,Ticaret Hukuku,7P6Y8B9x9f0Xm2RI3o8N,Ticari İşletme
ticaret_hukuku,Ticaret Hukuku,9JnYWDkRVkrniSJu1j8X,Bono
ticaret_hukuku,Ticaret Hukuku,Anf51FhNxx5DrmZtWhzi,Adi Şirket
ticaret_hukuku,Ticaret Hukuku,B6qLSwqQGOQXCSbb5YO6,Çek
ticaret_hukuku,Ticaret Hukuku,BHEy310CshYfJ0dBe2ow,Kollektif ve Komandit Şirket
ticaret_hukuku,Ticaret Hukuku,FfIrVSsedgjutrVOvwXI,Tacir
ticaret_hukuku,Ticaret Hukuku,Iv6dPMb7U8BfJPgXALqi,Ticari Davalarda Zorunlu Arabuluculuk Kapsamı
ticaret_hukuku,Ticaret Hukuku,KCwmtHyeZ5AW5iK8OS7h,Limited Şirket
ticaret_hukuku,Ticaret Hukuku,WvgN6BKu69BFxlyKynoT,Ticaret Sicili
ticaret_hukuku,Ticaret Hukuku,Y7rT9IrRlbE9Y1YoYhIU,Şirket Kavramı
ticaret_hukuku,Ticaret Hukuku,dGsiTcTJ79tagWiZzEIp,Anonim Şirket Organları
ticaret_hukuku,Ticaret Hukuku,m4I88CsmWAiP9nNSjf5T,Kıymetli Evrak Temel Hükümler
ticaret_hukuku,Ticaret Hukuku,pcc892DBswfOs8hZah9s,Kıymetli Evrak
ticaret_hukuku,Ticaret Hukuku,uXh9sIZY9ILIKQeqnehA,Ticari İşletme Kavramı
ticaret_hukuku,Ticaret Hukuku,v2MuY7nGNU5gqAqlaSjT,Ticaret Unvanı
ticaret_hukuku,Ticaret Hukuku,y48wPpHx48E5o7W0DoM3,Ticari Uyuşmazlıklarda Dava Şartı Arabuluculuk
ticaret_hukuku,Ticaret Hukuku,ySEfAnamkntKV7ODwTI9,Haksız Rekabet
vergi_hukuku,Vergi Hukuku,2zhCBKVjzNuiLGJEyyuz,Vergi Borcunun Sona Ermesi
vergi_hukuku,Vergi Hukuku,AUbBejpYu1x9XwMmck2b,Vergilendirme Süreci
vergi_hukuku,Vergi Hukuku,DDs7urzrpBJOF2X0Qu3F,Vergi Kanunlarının Uygulanması
vergi_hukuku,Vergi Hukuku,ExpZ9AheCnZQwDFzsvS6,Tebliğ
vergi_hukuku,Vergi Hukuku,INDhcT6brCRJ0TuZFOFx,Vergi Sorumluluğu
vergi_hukuku,Vergi Hukuku,MTrp4R4fIKlEmWYTBx6E,Tahakkuk
vergi_hukuku,Vergi Hukuku,N0O8J7nMZgMgXm0HUZPT,Terkin
vergi_hukuku,Vergi Hukuku,Nr2hIkFlPQwvKeSyasSW,Uzlaşma
vergi_hukuku,Vergi Hukuku,PZJvPuBsNG0bqhC7z3qO,Vergi Kabahatleri
vergi_hukuku,Vergi Hukuku,SIkIXyPkzD1mkFYLRhd1,Tahsil
vergi_hukuku,Vergi Hukuku,UVlji6tdziwzYPbx7Ar6,Vergi Uyuşmazlıkları
vergi_hukuku,Vergi Hukuku,VHL8X3oCss29EQZ09m8f,Tarh
vergi_hukuku,Vergi Hukuku,a9d12Y9szIMfgsF74Fdg,Zamanaşımı
vergi_hukuku,Vergi Hukuku,aGHOQtfl3h4slXFr4l8j,Mükellefiyet
vergi_hukuku,Vergi Hukuku,cf5Jer8rgC6pZNkCFDzG,Vergi Davaları
vergi_hukuku,Vergi Hukuku,e3UaLN9Oo0Lck39MZSyU,Ödeme
vergi_hukuku,Vergi Hukuku,gDnbWoUSdhApCZ3rWZId,Vergi Suçları
vergi_hukuku,Vergi Hukuku,hWDWTlVp9jht9Ckah8gt,Vergi Hukuku Genel
vergi_hukuku,Vergi Hukuku,qiSUIxGCzJ4HQmM5jSEW,Vergi Suç ve Cezaları
